customer_id,age,gender,country,price_sensitivity,quality_expectations,loyalty_propensity,spontaneity,social_orientation,income_level,travel_frequency
CUST-002617,30,Female,Cameroon,0.732,0.404,0.293,0.861,0,0,3
CUST-002618,51,Male,Switzerland,0.19,0.865,0.706,0.297,1,1,11
CUST-002619,62,Female,Jordan,0.2,0.898,0.721,0.152,1,1,12
CUST-002620,27,Female,Bermuda,0.763,0.429,0.323,0.863,2,0,3
CUST-002621,45,Female,Yemen,0.174,0.834,0.842,0.308,1,1,12
CUST-002622,51,Male,United States Minor Outlying Islands,0.224,0.903,0.723,0.241,1,1,8
CUST-002623,36,Female,Cyprus,0.494,0.775,0.619,0.425,1,0.883,14
CUST-002624,29,Male,Svalbard & Jan Mayen Islands,0.557,0.606,0.538,0.542,1,0.549,7
CUST-002625,36,Male,Korea,0.405,0.702,0.76,0.382,0,0.84,12
CUST-002626,43,Female,Turks and Caicos Islands,0.312,0.612,0.66,0.287,1,0.779,13
CUST-002627,37,Female,Guernsey,0.467,0.638,0.759,0.226,0,0.732,15
CUST-002628,54,Male,Venezuela,0.17,0.76,0.711,0.26,1,1,9
CUST-002629,48,Female,Anguilla,0.595,0.589,0.522,0.363,3,0.41,2
CUST-002630,34,Other,Israel,0.652,0.531,0.516,0.382,2,0.311,5
CUST-002631,42,Female,Austria,0.539,0.629,0.441,0.54,2,0.586,3
CUST-002632,48,Male,Indonesia,0.286,0.835,0.9,0.344,1,1,6
CUST-002633,37,Female,Macao,0.565,0.577,0.471,0.547,1,0.51,8
CUST-002634,31,Male,Holy See (Vatican City State),0.413,0.674,0.544,0.573,2,0.702,7
CUST-002635,31,Male,Dominica,0.451,0.629,0.413,0.47,2,0.629,6
CUST-002636,36,Female,Hungary,0.562,0.69,0.647,0.316,2,0.548,4
CUST-002637,37,Male,Belgium,0.665,0.519,0.626,0.34,3,0.29,6
CUST-002638,36,Male,Holy See (Vatican City State),0.366,0.763,0.832,0.307,1,0.932,11
CUST-002639,32,Female,Czech Republic,0.694,0.501,0.597,0.268,2,0.255,5
CUST-002640,24,Male,Antarctica (the territory South of 60 deg S),0.796,0.348,0.303,0.667,1,0,2
CUST-002641,43,Female,Ghana,0.678,0.533,0.431,0.304,3,0.301,5
CUST-002642,38,Other,Venezuela,0.301,0.709,0.805,0.435,0,0.9,15
CUST-002643,49,Female,Bolivia,0.268,0.878,0.891,0.156,1,1,9
CUST-002644,47,Male,Taiwan,0.73,0.69,0.429,0.376,3,0.463,3
CUST-002645,33,Male,Rwanda,0.546,0.63,0.584,0.44,1,0.583,3
CUST-002646,35,Female,Pakistan,0.429,0.51,0.428,0.572,1,0.497,4
CUST-002647,44,Female,Grenada,0.398,0.778,0.841,0.287,1,0.934,15
CUST-002648,29,Male,Somalia,0.855,0.432,0.278,0.728,0,0,5
CUST-002649,38,Male,Cameroon,0.442,0.687,0.793,0.301,1,0.803,14
CUST-002650,54,Male,Burundi,0.222,0.886,0.831,0.159,2,1,12
CUST-002651,43,Male,Argentina,0.423,0.673,0.64,0.406,1,0.796,10
CUST-002652,47,Female,France,0.373,0.756,0.756,0.439,0,0.921,10
CUST-002653,34,Female,United States Virgin Islands,0.69,0.549,0.556,0.203,2,0.314,4
CUST-002654,39,Male,Switzerland,0.534,0.584,0.552,0.467,1,0.534,3
CUST-002655,55,Male,Latvia,0.24,0.759,0.799,0.307,1,1,9
CUST-002656,28,Male,Qatar,0.407,0.58,0.512,0.544,2,0.593,6
CUST-002657,45,Female,Switzerland,0.473,0.784,0.651,0.28,0,0.904,13
CUST-002658,60,Female,Burundi,0.22,0.772,0.843,0.218,1,1,12
CUST-002659,53,Male,Senegal,0.294,0.892,0.931,0.346,2,1,12
CUST-002660,32,Female,Romania,0.448,0.531,0.575,0.418,2,0.513,8
CUST-002661,24,Female,Latvia,0.802,0.291,0.295,0.643,1,0,4
CUST-002662,26,Female,Kiribati,0.848,0.242,0.28,0.801,1,0,2
CUST-002663,36,Female,Nicaragua,0.438,0.747,0.764,0.205,1,0.877,8
CUST-002664,29,Male,Albania,0.549,0.658,0.464,0.518,2,0.615,5
CUST-002665,38,Female,United Kingdom,0.624,0.523,0.639,0.241,2,0.316,3
CUST-002666,42,Male,Belgium,0.384,0.731,0.654,0.35,0,0.885,8
CUST-002667,47,Female,Andorra,0.111,0.758,0.713,0.305,1,1,6
CUST-002668,49,Female,Equatorial Guinea,0.445,0.762,0.677,0.406,0,0.892,10
CUST-002669,36,Female,Cuba,0.59,0.567,0.59,0.413,1,0.486,7
CUST-002670,33,Female,Syrian Arab Republic,0.558,0.685,0.577,0.327,3,0.543,5
CUST-002671,47,Male,Canada,0.183,0.784,0.929,0.106,1,1,7
CUST-002672,30,Female,Mexico,0.486,0.513,0.571,0.573,2,0.473,6
CUST-002673,53,Female,Wallis and Futuna,0.269,0.924,0.928,0.155,1,1,6
CUST-002674,27,Female,Saint Lucia,0.937,0.369,0.285,0.603,2,0,5
CUST-002675,50,Female,New Caledonia,0.421,0.724,0.673,0.235,0,0.858,12
CUST-002676,39,Female,Marshall Islands,0.421,0.695,0.702,0.416,0,0.823,9
CUST-002677,28,Female,Jamaica,0.807,0.373,0.125,0.749,1,0,3
CUST-002678,48,Female,Bouvet Island (Bouvetoya),0.74,0.582,0.459,0.309,3,0.328,2
CUST-002679,34,Female,Singapore,0.599,0.655,0.56,0.292,3,0.487,3
CUST-002680,37,Male,France,0.608,0.589,0.608,0.303,2,0.402,5
CUST-002681,65,Male,Dominica,0.29,0.948,0.781,0.147,1,1,9
CUST-002682,41,Female,Gabon,0.56,0.564,0.534,0.227,3,0.396,6
CUST-002683,47,Female,British Virgin Islands,0.538,0.565,0.551,0.299,3,0.408,2
CUST-002684,30,Female,Australia,0.928,0.292,0.286,0.607,0,0,2
CUST-002685,54,Male,Dominican Republic,0.188,0.928,0.895,0.182,1,1,10
CUST-002686,23,Female,Italy,0.735,0.439,0.316,0.86,1,0,2
CUST-002687,46,Male,Northern Mariana Islands,0.529,0.695,0.531,0.208,3,0.57,2
CUST-002688,28,Female,South Africa,0.437,0.554,0.541,0.436,2,0.546,7
CUST-002689,41,Female,Nigeria,0.47,0.593,0.41,0.447,1,0.576,4
CUST-002690,63,Male,Kuwait,0.125,0.896,0.737,0.258,1,1,11
CUST-002691,47,Female,Bahrain,0.307,0.655,0.743,0.442,1,0.832,13
CUST-002692,39,Other,Bouvet Island (Bouvetoya),0.332,0.77,0.702,0.253,0,0.958,8
CUST-002693,47,Male,Taiwan,0.308,0.756,0.725,0.249,0,0.954,12
CUST-002694,50,Female,United Kingdom,0.23,0.835,0.765,0.301,2,1,8
CUST-002695,42,Male,Luxembourg,0.459,0.727,0.849,0.374,1,0.843,15
CUST-002696,23,Female,Nepal,0.891,0.276,0.337,0.888,1,0,5
CUST-002697,47,Male,Mauritania,0.68,0.609,0.523,0.242,3,0.39,4
CUST-002698,46,Male,Andorra,0.366,0.613,0.695,0.307,1,0.753,13
CUST-002699,48,Male,Norfolk Island,0.687,0.554,0.45,0.259,2,0.321,4
CUST-002700,45,Female,Malaysia,0.714,0.666,0.454,0.396,3,0.443,6
CUST-002701,42,Male,Morocco,0.507,0.633,0.515,0.273,3,0.505,2
CUST-002702,48,Female,Dominican Republic,0.573,0.532,0.621,0.282,2,0.352,4
CUST-002703,54,Male,Saint Barthelemy,0.295,0.836,0.849,0.184,1,1,8
CUST-002704,22,Female,Cambodia,0.898,0.28,0.115,0.898,0,0,3
CUST-002705,36,Male,French Guiana,0.493,0.647,0.402,0.492,2,0.63,4
CUST-002706,41,Female,Japan,0.439,0.689,0.829,0.323,0,0.808,13
CUST-002707,32,Female,Afghanistan,0.584,0.633,0.594,0.401,1,0.568,3
CUST-002708,48,Male,Nicaragua,0.412,0.67,0.689,0.369,0,0.798,12
CUST-002709,33,Male,Guinea,0.437,0.612,0.462,0.469,1,0.616,4
CUST-002710,49,Female,Dominican Republic,0.454,0.737,0.771,0.406,1,0.858,13
CUST-002711,41,Male,Montserrat,0.444,0.781,0.628,0.26,1,0.915,8
CUST-002712,26,Other,Israel,0.742,0.289,0.321,0.845,0,0,5
CUST-002713,44,Female,Colombia,0.702,0.569,0.573,0.305,3,0.332,3
CUST-002714,41,Female,Papua New Guinea,0.435,0.67,0.686,0.22,1,0.786,8
CUST-002715,37,Female,Paraguay,0.365,0.616,0.766,0.431,1,0.756,13
CUST-002716,33,Female,Belize,0.444,0.591,0.406,0.553,1,0.587,6
CUST-002717,24,Female,Malta,0.727,0.314,0.162,0.675,0,0,3
CUST-002718,47,Female,Guyana,0.266,0.825,0.806,0.28,1,1,12
CUST-002719,58,Male,Bangladesh,0.12,0.901,0.707,0.164,1,1,10
CUST-002720,40,Female,Zimbabwe,0.478,0.503,0.524,0.412,1,0.464,3
CUST-002721,64,Female,Malta,0.148,0.908,0.759,0.255,2,1,6
CUST-002722,58,Female,Mayotte,0.288,0.812,0.708,0.182,1,1,12
CUST-002723,30,Female,Madagascar,0.541,0.584,0.446,0.561,1,0.53,4
CUST-002724,26,Female,Solomon Islands,0.907,0.333,0.239,0.887,1,0,4
CUST-002725,23,Female,Madagascar,0.863,0.214,0.192,0.845,1,0,4
CUST-002726,56,Male,Micronesia,0.236,0.861,0.896,0.159,1,1,8
CUST-002727,30,Male,Angola,0.553,0.588,0.493,0.521,1,0.529,3
CUST-002728,39,Male,Iceland,0.518,0.65,0.526,0.439,1,0.621,7
CUST-002729,25,Female,Tunisia,0.762,0.421,0.193,0.875,0,0,2
CUST-002730,65,Female,Latvia,0.233,0.867,0.821,0.27,1,1,8
CUST-002731,32,Male,Aruba,0.671,0.523,0.568,0.294,2,0.292,5
CUST-002732,45,Female,North Macedonia,0.482,0.643,0.64,0.228,1,0.73,10
CUST-002733,32,Female,Iceland,0.886,0.383,0.222,0.846,0,0,3
CUST-002734,38,Female,Holy See (Vatican City State),0.349,0.713,0.619,0.281,0,0.882,15
CUST-002735,48,Female,El Salvador,0.323,0.605,0.634,0.328,1,0.765,15
CUST-002736,32,Male,San Marino,0.573,0.67,0.585,0.368,2,0.518,4
CUST-002737,41,Male,Andorra,0.451,0.564,0.402,0.598,1,0.551,4
CUST-002738,44,Female,Guinea-Bissau,0.63,0.612,0.539,0.207,2,0.419,4
CUST-002739,65,Male,Solomon Islands,0.111,0.869,0.826,0.213,2,1,6
CUST-002740,31,Female,Bangladesh,0.41,0.502,0.556,0.558,2,0.497,6
CUST-002741,46,Female,Guatemala,0.574,0.514,0.578,0.229,3,0.329,6
CUST-002742,36,Male,Dominican Republic,0.415,0.549,0.51,0.426,1,0.551,3
CUST-002743,36,Female,Saint Martin,0.363,0.649,0.67,0.215,1,0.797,10
CUST-002744,49,Male,Palestinian Territory,0.147,0.882,0.742,0.299,1,1,6
CUST-002745,30,Female,Niue,0.871,0.219,0.288,0.716,0,0,5
CUST-002746,52,Male,Bosnia and Herzegovina,0.102,0.857,0.869,0.27,2,1,7
CUST-002747,57,Female,Sierra Leone,0.193,0.852,0.877,0.262,2,1,9
CUST-002748,30,Male,Mozambique,0.405,0.526,0.451,0.543,1,0.529,6
CUST-002749,45,Male,Saint Pierre and Miquelon,0.187,0.804,0.791,0.299,2,1,6
CUST-002750,37,Male,Saudi Arabia,0.502,0.574,0.591,0.376,2,0.438,6
CUST-002751,40,Female,Grenada,0.576,0.552,0.491,0.321,2,0.374,6
CUST-002752,28,Male,Burkina Faso,0.797,0.229,0.147,0.728,0,0,3
CUST-002753,46,Male,Aruba,0.671,0.523,0.589,0.3,3,0.292,3
CUST-002754,58,Male,Guinea,0.171,0.771,0.886,0.291,2,1,12
CUST-002755,49,Female,Mayotte,0.488,0.674,0.724,0.315,0,0.765,15
CUST-002756,54,Female,Guadeloupe,0.109,0.896,0.754,0.264,2,1,11
CUST-002757,57,Other,Suriname,0.16,0.907,0.921,0.144,2,1,7
CUST-002758,38,Male,Norway,0.738,0.522,0.601,0.283,2,0.258,4
CUST-002759,40,Female,China,0.32,0.637,0.728,0.228,1,0.804,14
CUST-002760,51,Female,Switzerland,0.183,0.846,0.91,0.197,2,1,10
CUST-002761,47,Female,Slovakia (Slovak Republic),0.48,0.785,0.654,0.338,0,0.902,8
CUST-002762,35,Male,Poland,0.344,0.737,0.83,0.257,0,0.912,9
CUST-002763,46,Female,Kyrgyz Republic,0.336,0.79,0.795,0.377,0,0.98,10
CUST-002764,29,Female,Qatar,,0.35,0.17,0.613,1,0,2
CUST-002765,44,Female,Lesotho,0.671,0.616,0.42,0.29,2,0.403,6
CUST-002766,37,Male,Norfolk Island,0.531,0.539,0.422,0.223,3,0.381,2
CUST-002767,41,Female,Cocos (Keeling) Islands,0.467,0.59,0.523,0.558,2,0.574,7
CUST-002768,50,Female,Sudan,0.416,0.69,0.75,0.279,0,0.82,9
CUST-002769,29,Male,Burkina Faso,0.77,0.413,0.298,0.896,1,0,2
CUST-002770,38,Other,Bahrain,0.478,0.602,0.619,0.253,1,0.683,14
CUST-002771,52,Male,Saint Barthelemy,0.182,0.916,0.742,0.215,2,1,12
CUST-002772,46,Male,Singapore,0.336,0.773,0.704,0.305,1,0.96,14
CUST-002773,41,Female,Western Sahara,0.412,0.614,0.743,0.423,0,0.731,14
CUST-002774,48,Other,Kuwait,0.542,0.509,0.591,0.329,2,0.341,5
CUST-002775,23,Male,Argentina,0.823,0.247,0.271,0.652,1,0,3
CUST-002776,25,Male,French Polynesia,0.73,0.409,0.119,0.784,2,0,4
CUST-002777,32,Female,Cook Islands,0.551,0.509,0.538,0.567,1,0.435,6
CUST-002778,38,Male,Aruba,0.471,0.559,0.503,0.467,1,0.535,5
CUST-002779,58,Female,Somalia,0.264,0.797,0.849,0.246,1,1,7
CUST-002780,35,Female,Cook Islands,0.6,0.544,0.526,0.429,2,0.452,5
CUST-002781,35,Male,Turks and Caicos Islands,0.568,0.667,0.575,0.237,2,0.516,4
CUST-002782,47,Female,Armenia,0.725,0.681,0.427,0.341,2,0.455,3
CUST-002783,34,Female,Germany,0.424,0.608,0.447,0.52,2,0.618,5
CUST-002784,35,Female,Venezuela,0.681,0.611,0.48,0.219,3,0.393,3
CUST-002785,36,Female,Georgia,0.302,0.754,0.718,0.3,1,0.954,8
CUST-002786,48,Female,Malaysia,0.361,0.776,0.745,0.316,1,0.951,8
CUST-002787,30,Other,Indonesia,0.853,0.417,0.276,0.738,2,0,3
CUST-002788,45,Female,Suriname,0.452,0.619,0.7,0.216,0,0.716,11
CUST-002789,50,Male,Mayotte,0.386,0.606,0.773,0.23,0,0.734,12
CUST-002790,32,Female,Lebanon,0.545,0.527,0.443,0.234,3,0.359,2
CUST-002791,39,Female,El Salvador,0.576,0.668,0.446,0.562,2,0.614,8
CUST-002792,42,Male,Argentina,0.347,0.663,0.825,0.224,0,0.822,12
CUST-002793,41,Male,Sao Tome and Principe,0.574,0.694,0.618,0.254,2,0.546,3
CUST-002794,43,Male,Oman,0.467,0.674,0.774,0.277,1,0.775,13
CUST-002795,23,Male,Comoros,0.884,0.306,0.116,0.701,1,0,2
CUST-002796,44,Male,France,0.399,0.638,0.735,0.377,0,0.767,15
CUST-002797,36,Male,Guinea-Bissau,0.466,0.627,0.81,0.448,0,0.719,10
CUST-002798,47,Female,Tokelau,0.433,0.764,0.618,0.361,1,0.9,14
CUST-002799,27,Female,Slovakia (Slovak Republic),0.745,0.344,0.348,0.611,0,0,3
CUST-002800,47,Male,Australia,0.595,0.617,0.634,0.285,2,0.442,3
CUST-002801,37,Male,Tonga,0.446,0.577,0.514,0.419,1,0.569,8
CUST-002802,38,Female,Palau,,0.624,0.458,0.359,2,0.497,4
CUST-002803,39,Male,Greenland,0.376,0.735,0.728,0.247,1,0.894,11
CUST-002804,51,Female,Faroe Islands,0.235,0.858,0.758,0.16,1,1,9
CUST-002805,27,Male,British Virgin Islands,0.939,0.332,0.209,0.784,2,0,2
CUST-002806,61,Male,South Georgia and the South Sandwich Islands,0.262,0.912,0.744,0.162,1,1,9
CUST-002807,36,Female,Heard Island and McDonald Islands,0.586,0.59,0.451,0.364,2,0.415,6
CUST-002808,27,Male,Jordan,0.89,0.34,0.326,0.757,2,0,4
CUST-002809,64,Male,Tuvalu,0.297,0.846,0.858,0.102,2,1,12
CUST-002810,42,Female,Iran,0.592,0.557,0.442,0.52,2,0.472,6
CUST-002811,45,Male,Samoa,0.392,0.761,0.731,0.201,1,0.917,12
CUST-002812,24,Female,Kazakhstan,0.937,0.253,0.169,0.685,2,0,5
CUST-002813,38,Male,Ukraine,0.593,0.586,0.518,0.522,2,0.507,6
CUST-002814,32,Male,Zimbabwe,0.527,0.64,0.614,0.204,3,0.505,6
CUST-002815,28,Male,Hungary,0.452,0.588,0.416,0.405,1,0.58,7
CUST-002816,40,Female,Guadeloupe,0.738,0.686,0.512,0.267,3,0.455,4
CUST-002817,28,Male,Colombia,0.781,0.363,0.119,0.818,1,0,2
CUST-002818,38,Male,Luxembourg,0.432,0.652,0.822,0.371,0,0.766,12
CUST-002819,41,Other,Puerto Rico,0.374,0.778,0.846,0.344,1,0.946,8
CUST-002820,40,Male,Luxembourg,0.727,0.629,0.595,0.282,2,0.391,5
CUST-002821,27,Male,Heard Island and McDonald Islands,0.734,0.378,0.325,0.87,2,0,5
CUST-002822,47,Male,Uzbekistan,0.241,0.868,0.925,0.3,1,1,8
CUST-002823,36,Female,South Georgia and the South Sandwich Islands,0.366,0.796,0.771,0.26,1,0.972,15
CUST-002824,48,Female,Maldives,0.451,0.775,0.675,0.448,0,0.904,14
CUST-002825,52,Female,Ethiopia,0.158,0.799,0.887,0.315,1,1,11
CUST-002826,57,Male,Spain,0.202,0.794,0.88,0.121,1,1,12
CUST-002827,39,Male,Belize,0.416,0.72,0.621,0.402,0,0.856,8
CUST-002828,44,Female,Saint Lucia,0.401,0.674,0.827,0.426,1,0.808,15
CUST-002829,56,Female,Jamaica,0.252,0.76,0.754,0.182,1,1,6
CUST-002830,25,Female,Belgium,0.754,0.276,0.17,0.789,1,0,5
CUST-002831,48,Female,Jersey,0.594,0.648,0.461,0.221,2,0.48,3
CUST-002832,38,Male,Netherlands,0.61,0.584,0.519,0.368,2,0.396,5
CUST-002833,52,Female,Swaziland,0.277,0.81,0.917,0.215,2,1,7
CUST-002834,45,Female,Cocos (Keeling) Islands,0.597,0.689,0.511,0.263,2,0.528,6
CUST-002835,50,Female,Mayotte,0.353,0.699,0.793,0.294,1,0.862,12
CUST-002836,39,Female,French Polynesia,0.71,0.643,0.435,0.271,2,0.416,5
CUST-002837,46,Female,Gibraltar,0.72,0.674,0.641,0.357,3,0.449,5
CUST-002838,35,Male,Bosnia and Herzegovina,0.495,0.505,0.574,0.405,2,0.458,6
CUST-002839,46,Male,Belgium,0.577,0.589,0.45,0.218,3,0.418,5
CUST-002840,25,Female,Greece,0.752,0.355,0.115,0.61,2,0,2
CUST-002841,43,Female,Panama,0.459,0.675,0.689,0.327,0,0.78,12
CUST-002842,26,Male,French Polynesia,0.831,0.44,0.183,0.797,1,0,3
CUST-002843,45,Female,Gambia,0.483,0.773,0.633,0.303,0,0.886,8
CUST-002844,46,Male,Kiribati,0.106,0.95,0.884,0.118,1,1,12
CUST-002845,54,Female,Netherlands,0.251,0.822,0.805,0.12,2,1,12
CUST-002846,45,Other,Saint Barthelemy,0.317,0.62,0.822,0.326,1,0.786,12
CUST-002847,44,Male,Japan,0.578,0.561,0.512,0.385,3,0.385,6
CUST-002848,60,Female,Chad,0.156,0.842,0.846,0.2,2,1,10
CUST-002849,36,Female,Portugal,0.504,0.575,0.433,0.281,3,0.438,2
CUST-002850,36,Female,Kenya,0.414,0.644,0.54,0.538,1,0.666,8
CUST-002851,24,Female,Guernsey,0.746,0.306,0.171,0.605,1,0,5
CUST-002852,39,Female,Kiribati,0.606,0.683,0.417,0.211,2,0.517,3
CUST-002853,42,Male,Armenia,0.478,0.506,0.497,0.49,1,0.469,4
CUST-002854,30,Female,Saint Lucia,0.723,0.313,0.285,0.702,1,0,5
CUST-002855,41,Female,Trinidad and Tobago,0.707,0.501,0.482,0.252,2,0.247,2
CUST-002856,40,Female,United States Minor Outlying Islands,0.345,0.701,0.761,0.41,0,0.868,14
CUST-002857,58,Male,Guinea,0.273,0.849,0.776,0.151,1,1,8
CUST-002858,34,Female,Nicaragua,0.547,0.528,0.529,0.239,3,0.36,4
CUST-002859,36,Female,Jordan,0.47,0.69,0.587,0.555,2,0.693,8
CUST-002860,30,Female,Falkland Islands (Malvinas),0.498,0.62,0.469,0.525,1,0.596,7
CUST-002861,61,Male,Northern Mariana Islands,0.277,0.909,0.719,0.143,2,1,8
CUST-002862,56,Female,Somalia,0.268,0.945,0.728,0.215,1,1,7
CUST-002863,41,Female,Yemen,0.319,0.644,0.733,0.439,0,0.813,8
CUST-002864,36,Other,Azerbaijan,0.492,0.613,0.665,0.296,1,0.69,10
CUST-002865,31,Other,Belarus,0.743,0.429,0.126,0.782,1,0,5
CUST-002866,39,Female,Paraguay,0.596,0.669,0.568,0.547,1,0.605,4
CUST-002867,37,Female,Northern Mariana Islands,0.331,0.781,0.674,0.448,1,0.972,14
CUST-002868,47,Male,Iraq,0.117,0.927,0.789,0.149,1,1,6
CUST-002869,45,Male,Haiti,0.338,0.762,0.674,0.312,0,0.945,9
CUST-002870,22,Female,Malaysia,0.922,0.302,0.253,0.691,1,0,4
CUST-002871,59,Male,Spain,0.268,0.836,0.887,0.176,2,1,6
CUST-002872,30,Female,San Marino,0.746,0.348,0.135,0.882,2,0,4
CUST-002873,42,Male,Philippines,0.604,0.637,0.634,0.383,2,0.462,2
CUST-002874,45,Other,Cayman Islands,0.729,0.65,0.646,0.276,2,0.415,2
CUST-002875,33,Female,Zambia,0.722,0.67,0.582,0.327,2,0.443,4
CUST-002876,24,Female,Antarctica (the territory South of 60 deg S),0.731,0.334,0.204,0.751,0,0,3
CUST-002877,38,Male,Cambodia,0.562,0.571,0.528,0.434,2,0.504,7
CUST-002878,37,Female,Thailand,0.591,0.506,0.439,0.454,1,0.412,8
CUST-002879,28,Male,New Caledonia,0.514,0.528,0.56,0.527,2,0.477,6
CUST-002880,49,Female,Philippines,0.21,0.841,0.876,0.139,1,1,6
CUST-002881,49,Female,Slovenia,0.353,0.668,0.723,0.232,0,0.825,15
CUST-002882,23,Male,Kazakhstan,0.787,0.274,0.147,0.815,0,0,4
CUST-002883,61,Female,Antigua and Barbuda,0.261,0.755,0.932,0.328,2,1,6
CUST-002884,40,Male,Brunei Darussalam,0.458,0.506,0.558,0.566,2,0.478,3
CUST-002885,58,Female,Bangladesh,0.269,0.927,0.766,0.339,2,1,11
CUST-002886,37,Other,Dominica,0.408,0.616,0.451,0.417,2,0.635,6
CUST-002887,34,Other,Slovakia (Slovak Republic),0.452,0.507,0.58,0.466,2,0.483,6
CUST-002888,40,Male,Oman,0.503,0.598,0.502,0.502,2,0.567,5
CUST-002889,58,Female,Haiti,0.282,0.873,0.907,0.119,2,1,11
CUST-002890,36,Male,Guyana,0.326,0.785,0.811,0.206,0,0.98,9
CUST-002891,40,Female,Hungary,0.439,0.576,0.584,0.496,2,0.572,8
CUST-002892,40,Male,Zambia,0.576,0.651,0.523,0.443,1,0.593,4
CUST-002893,27,Male,Montenegro,0.88,0.264,0.349,0.776,1,0,3
CUST-002894,30,Male,Antigua and Barbuda,0.88,0.272,0.118,0.813,0,0,4
CUST-002895,35,Female,Netherlands,0.546,0.691,0.447,0.488,1,0.657,7
CUST-002896,43,Female,Cape Verde,0.739,0.582,0.454,0.211,3,0.328,3
CUST-002897,39,Female,Philippines,0.379,0.602,0.739,0.416,1,0.732,14
CUST-002898,55,Male,Korea,0.232,0.869,0.742,0.294,1,1,12
CUST-002899,37,Female,Yemen,0.541,0.607,0.4,0.353,2,0.458,3
CUST-002900,31,Male,Heard Island and McDonald Islands,0.408,0.68,0.503,0.485,2,0.711,8
CUST-002901,48,Female,Holy See (Vatican City State),0.382,0.699,0.605,0.437,1,0.848,13
CUST-002902,39,Male,Kenya,0.567,0.556,0.481,0.315,3,0.384,3
CUST-002903,29,Male,Serbia,0.527,0.516,0.496,0.579,2,0.456,7
CUST-002904,37,Female,Belarus,0.675,0.598,0.534,0.291,3,0.38,2
CUST-002905,38,Male,Montserrat,0.527,0.694,0.477,0.577,1,0.669,6
CUST-002906,59,Male,Burundi,0.124,0.9,0.729,0.254,2,1,9
CUST-002907,32,Male,Marshall Islands,0.454,0.581,0.557,0.414,2,0.571,8
CUST-002908,34,Male,Haiti,0.422,0.581,0.506,0.485,1,0.586,3
CUST-002909,41,Male,Indonesia,0.401,0.637,0.809,0.299,0,0.764,8
CUST-002910,23,Female,Germany,0.782,0.319,0.26,0.652,1,0,3
CUST-002911,36,Female,Pakistan,0.69,0.658,0.454,0.354,2,0.445,5
CUST-002912,28,Male,Fiji,0.712,0.357,0.292,0.731,2,0,2
CUST-002913,37,Female,Egypt,0.475,0.794,0.669,0.398,0,0.916,12
CUST-002914,62,Male,Brazil,0.268,0.817,0.755,0.287,2,1,12
CUST-002915,61,Male,Anguilla,0.297,0.847,0.932,0.182,2,1,9
CUST-002916,45,Male,Saint Pierre and Miquelon,0.217,0.928,0.71,0.323,2,1,12
CUST-002917,43,Female,Colombia,0.465,0.681,0.775,0.324,0,0.784,13
CUST-002918,25,Male,Luxembourg,0.874,0.398,0.256,0.619,2,0,3
CUST-002919,30,Female,Maldives,0.787,0.311,0.257,0.805,2,0,4
CUST-002920,39,Male,Iceland,0.596,0.676,0.59,0.594,1,0.613,7
CUST-002921,25,Female,United States Minor Outlying Islands,0.868,0.313,0.319,0.765,0,0,3
CUST-002922,57,Male,Monaco,0.152,0.938,0.793,0.219,2,1,8
CUST-002923,44,Male,British Indian Ocean Territory (Chagos Archipelago),0.64,0.655,0.406,0.296,3,0.466,2
CUST-002924,38,Female,Estonia,0.313,0.697,0.693,0.238,1,0.88,12
CUST-002925,29,Female,Singapore,0.521,0.533,0.441,0.42,2,0.479,7
CUST-002926,37,Female,Eritrea,0.668,0.549,0.595,0.267,3,0.325,4
CUST-002927,29,Male,Romania,0.788,0.395,0.246,0.611,0,0,4
CUST-002928,45,Male,Kiribati,0.423,0.73,0.777,0.36,1,0.864,11
CUST-002929,48,Female,Croatia,0.431,0.62,0.815,0.4,0,0.729,10
CUST-002930,39,Male,New Zealand,0.516,0.654,0.572,0.411,2,0.626,8
CUST-002931,52,Male,France,0.123,0.792,0.848,0.217,1,1,11
CUST-002932,36,Male,Puerto Rico,0.49,0.729,0.716,0.415,1,0.829,12
CUST-002933,42,Female,United States Virgin Islands,0.464,0.732,0.774,0.321,0,0.846,13
CUST-002934,27,Male,Liechtenstein,0.825,0.3,0.126,0.703,2,0,5
CUST-002935,26,Male,Cook Islands,0.833,0.419,0.194,0.664,2,0,4
CUST-002936,36,Male,British Virgin Islands,0.536,0.573,0.493,0.311,3,0.42,5
CUST-002937,41,Female,Burkina Faso,0.591,0.6,0.563,0.28,2,0.425,6
CUST-002938,53,Female,Timor-Leste,0.124,0.789,0.742,0.153,2,1,9
CUST-002939,32,Male,Barbados,0.616,0.55,0.602,0.399,3,0.352,2
CUST-002940,53,Female,Korea,0.199,0.868,0.88,0.302,1,1,8
CUST-002941,35,Female,China,0.678,0.614,0.649,0.304,2,0.398,5
CUST-002942,54,Male,United Arab Emirates,0.253,0.757,0.815,0.148,2,1,6
CUST-002943,45,Male,Rwanda,0.17,0.886,0.865,0.11,1,1,9
CUST-002944,46,Female,Kenya,0.192,0.908,0.767,0.108,2,1,11
CUST-002945,40,Female,Benin,0.363,0.736,0.699,0.376,0,0.902,13
CUST-002946,31,Female,Sudan,0.759,0.337,0.298,0.776,1,0,5
CUST-002947,52,Male,Pitcairn Islands,0.14,0.836,0.95,0.192,2,1,11
