booking_id,customer_id,hotel_id,hotel_name,hotel_region,booking_date,check_in_date,check_out_date,nights_stay,lead_time_days,guest_type,num_guests,room_type,total_amount,avg_daily_rate,season,loyalty_tier,booking_channel,payment_type,is_cancelled,special_request,promotion_applied,purpose_of_visit,customer_age,customer_gender
BKG-0008464,CUST-004477,H006,Cinnamon Citadel Kandy,Kandy,2/5/2026,4/3/2026,4/6/2026,3,57,Group,9,Family Room,519.57,173.19,Off-Peak,None,Website,Card,0,None,0,Business,37,Male
BKG-0008465,CUST-001931,H003,Cinnamon Red Colombo,Colombo,2/8/2025,4/20/2025,4/26/2025,6,71,Family,5,Family Room,870.54,145.09,Off-Peak,None,Website,Online,0,None,0,Business,48,Female
BKG-0008466,CUST-001846,H006,Cinnamon Citadel Kandy,Kandy,1/20/2026,2/17/2026,2/19/2026,2,28,Solo,1,Standard,182.3,91.15,Off-Peak,None,Website,Card,0,None,1,Leisure,28,Male
BKG-0008467,CUST-001392,H007,Cinnamon Wild Yala,Safari,12/13/2025,2/6/2026,2/11/2026,5,55,Couple,2,Deluxe,1235.05,247.01,Peak,Silver,Walk-in,Cash,0,None,1,Business,38,Female
BKG-0008468,CUST-003408,H006,Cinnamon Citadel Kandy,Kandy,3/29/2026,6/16/2026,6/20/2026,4,79,Couple,2,Deluxe,693,173.25,Shoulder,None,Website,Cash,0,None,0,Business,35,Male
BKG-0008469,CUST-004742,H006,Cinnamon Citadel Kandy,Kandy,2/18/2026,5/4/2026,5/9/2026,5,75,Family,4,Deluxe,727.4,145.48,Off-Peak,None,Mobile App,Online,0,None,0,Business,36,Male
BKG-0008470,CUST-003724,H005,Cinnamon Bey Beruwala,West Coast,10/1/2025,11/5/2025,11/6/2025,1,35,Couple,2,Standard,127.95,127.95,Shoulder,Silver,Mobile App,Card,0,None,0,Leisure,31,Female
BKG-0008471,CUST-001835,H007,Cinnamon Wild Yala,Safari,1/22/2026,4/18/2026,4/21/2026,3,86,Group,8,Family Room,538.29,179.43,Off-Peak,None,Mobile App,Card,1,Extra Bed,1,Leisure,42,Female
BKG-0008472,CUST-003186,H001,Cinnamon Grand Colombo,Colombo,1/22/2026,4/18/2026,4/24/2026,6,86,Couple,2,Deluxe,1354.62,225.77,Shoulder,Gold,Mobile App,Online,0,High Floor,1,Leisure,54,Male
BKG-0008473,CUST-001624,H001,Cinnamon Grand Colombo,Colombo,1/17/2025,3/30/2025,4/3/2025,4,72,Couple,2,Deluxe,1221.68,305.42,Peak,Platinum,Travel Agent,Card,0,None,1,Event,44,Male
BKG-0008474,CUST-004334,H002,Cinnamon Lakeside Colombo,Colombo,12/11/2025,2/19/2026,2/28/2026,9,70,Family,4,Suite,4672.44,519.16,Peak,Gold,Travel Agent,Card,0,Late Check-in,0,Leisure,54,Male
BKG-0008475,CUST-000262,H001,Cinnamon Grand Colombo,Colombo,10/2/2025,12/15/2025,12/20/2025,5,74,Couple,2,Deluxe,1703.7,340.74,Peak,Platinum,Website,Card,0,Quiet Room,0,Business,45,Female
BKG-0008476,CUST-001179,H001,Cinnamon Grand Colombo,Colombo,2/3/2026,4/2/2026,4/8/2026,6,58,Family,3,Suite,2731.44,455.24,Shoulder,Gold,Website,Card,0,Late Check-in,0,Culture,64,Male
BKG-0008477,CUST-003823,H003,Cinnamon Red Colombo,Colombo,12/16/2025,1/27/2026,1/29/2026,2,42,Family,5,Family Room,259.86,129.93,Off-Peak,Silver,Mobile App,Card,0,None,1,Event,42,Male
BKG-0008478,CUST-001677,H001,Cinnamon Grand Colombo,Colombo,6/15/2025,8/21/2025,8/24/2025,3,67,Solo,1,Suite,1150.92,383.64,Off-Peak,Gold,Travel Agent,Cash,0,None,0,Leisure,43,Other
BKG-0008479,CUST-004633,H005,Cinnamon Bey Beruwala,West Coast,4/27/2026,5/15/2026,5/16/2026,1,18,Family,5,Family Room,262.34,262.34,Peak,None,Website,Card,0,None,0,Business,25,Female
BKG-0008480,CUST-000634,H002,Cinnamon Lakeside Colombo,Colombo,12/28/2025,2/23/2026,3/1/2026,6,57,Solo,1,Deluxe,1505.82,250.97,Shoulder,Platinum,Mobile App,Cash,1,High Floor,0,Leisure,35,Female
BKG-0008481,CUST-003381,H006,Cinnamon Citadel Kandy,Kandy,2/15/2025,4/23/2025,4/26/2025,3,67,Family,4,Deluxe,442.5,147.5,Shoulder,None,Mobile App,Card,0,Extra Bed,1,Event,42,Male
BKG-0008482,CUST-001671,H006,Cinnamon Citadel Kandy,Kandy,4/8/2026,6/28/2026,6/29/2026,1,81,Family,3,Standard,184.74,184.74,Holiday,Silver,Mobile App,Card,0,None,0,Adventure,33,Female
BKG-0008483,CUST-003403,H001,Cinnamon Grand Colombo,Colombo,10/21/2025,1/4/2026,1/7/2026,3,75,Couple,2,Deluxe,1035.63,345.21,Peak,Gold,Travel Agent,Cash,0,Late Check-in,0,Business,46,Female
BKG-0008484,CUST-001627,H001,Cinnamon Grand Colombo,Colombo,9/8/2025,10/23/2025,10/29/2025,6,45,Solo,1,Suite,3530.52,588.42,Peak,Gold,Travel Agent,Cash,0,None,0,Leisure,48,Male
BKG-0008485,CUST-002534,H002,Cinnamon Lakeside Colombo,Colombo,3/6/2025,4/26/2025,4/29/2025,3,51,Couple,2,Suite,986.37,328.79,Shoulder,Platinum,Website,Cash,0,Late Check-in,1,Culture,54,Female
BKG-0008486,CUST-001010,H005,Cinnamon Bey Beruwala,West Coast,6/25/2025,8/12/2025,8/16/2025,4,48,Family,5,Family Room,1099.64,274.91,Holiday,Silver,Website,Card,0,None,1,Business,37,Male
BKG-0008487,CUST-001500,H002,Cinnamon Lakeside Colombo,Colombo,8/6/2025,10/23/2025,10/29/2025,6,78,Solo,1,Suite,1937.7,322.95,Shoulder,Silver,Website,Card,0,Late Check-in,1,Leisure,36,Female
BKG-0008488,CUST-004148,H002,Cinnamon Lakeside Colombo,Colombo,4/3/2025,6/29/2025,7/1/2025,2,87,Couple,2,Suite,757.1,378.55,Shoulder,Gold,Mobile App,Card,0,Late Check-in,0,Business,48,Female
BKG-0008489,CUST-004173,H001,Cinnamon Grand Colombo,Colombo,2/23/2025,5/10/2025,5/15/2025,5,76,Couple,2,Suite,1857.75,371.55,Off-Peak,Silver,Travel Agent,Card,0,Quiet Room,0,Business,48,Male
BKG-0008490,CUST-003448,H005,Cinnamon Bey Beruwala,West Coast,12/16/2024,1/28/2025,1/31/2025,3,43,Family,4,Standard,526.77,175.59,Peak,None,Website,Cash,0,None,0,Leisure,27,Female
BKG-0008491,CUST-001578,H005,Cinnamon Bey Beruwala,West Coast,5/29/2025,6/27/2025,6/28/2025,1,29,Family,4,Standard,140.23,140.23,Peak,None,Mobile App,Cash,0,None,1,Leisure,27,Male
BKG-0008492,CUST-002523,H006,Cinnamon Citadel Kandy,Kandy,8/12/2025,9/28/2025,10/1/2025,3,47,Family,5,Family Room,632.64,210.88,Peak,None,Website,Online,0,None,1,Leisure,23,Male
BKG-0008493,CUST-000589,H005,Cinnamon Bey Beruwala,West Coast,5/7/2026,6/5/2026,6/6/2026,1,29,Couple,2,Standard,140.84,140.84,Peak,None,Travel Agent,Card,0,None,1,Leisure,23,Male
BKG-0008494,CUST-001950,H002,Cinnamon Lakeside Colombo,Colombo,4/10/2026,6/7/2026,6/11/2026,4,58,Couple,2,Standard,889.24,222.31,Peak,None,Website,Online,0,None,0,Event,39,Female
BKG-0008495,CUST-000732,H005,Cinnamon Bey Beruwala,West Coast,7/12/2025,8/30/2025,9/2/2025,3,49,Couple,2,Deluxe,593.4,197.8,Peak,None,Mobile App,Online,0,Extra Bed,1,Event,36,Female
BKG-0008496,CUST-001403,H006,Cinnamon Citadel Kandy,Kandy,3/17/2025,5/25/2025,5/26/2025,1,69,Couple,2,Deluxe,165.11,165.11,Shoulder,None,Mobile App,Card,0,None,0,Business,35,Male
BKG-0008497,CUST-000387,H001,Cinnamon Grand Colombo,Colombo,7/7/2025,9/17/2025,9/24/2025,7,72,Family,3,Suite,2710.19,387.17,Off-Peak,Platinum,Mobile App,Cash,0,High Floor,0,Leisure,53,Male
BKG-0008498,CUST-003004,H007,Cinnamon Wild Yala,Safari,3/28/2026,6/11/2026,6/13/2026,2,75,Family,5,Family Room,440.82,220.41,Off-Peak,None,Website,Online,0,Extra Bed,0,Leisure,37,Male
BKG-0008499,CUST-003474,H001,Cinnamon Grand Colombo,Colombo,1/21/2026,3/24/2026,3/31/2026,7,62,Family,4,Suite,2636.48,376.64,Off-Peak,Silver,Mobile App,Card,0,Quiet Room,0,Leisure,61,Male
BKG-0008500,CUST-003894,H006,Cinnamon Citadel Kandy,Kandy,12/14/2024,12/31/2024,1/1/2025,1,17,Couple,2,Standard,130.15,130.15,Shoulder,None,Travel Agent,Card,0,None,0,Leisure,25,Female
BKG-0008501,CUST-004885,H006,Cinnamon Citadel Kandy,Kandy,2/17/2025,5/2/2025,5/6/2025,4,74,Family,3,Standard,491.24,122.81,Shoulder,Silver,Website,Card,0,Extra Bed,0,Business,47,Female
BKG-0008502,CUST-002814,H007,Cinnamon Wild Yala,Safari,1/31/2025,4/24/2025,4/29/2025,5,83,Group,5,Family Room,1117.3,223.46,Off-Peak,Silver,Mobile App,Online,0,None,0,Business,32,Male
BKG-0008503,CUST-002149,H006,Cinnamon Citadel Kandy,Kandy,9/26/2025,11/6/2025,11/8/2025,2,41,Family,4,Standard,337.34,168.67,Peak,None,Mobile App,Card,0,None,0,Adventure,26,Female
BKG-0008504,CUST-003874,H001,Cinnamon Grand Colombo,Colombo,4/6/2026,6/19/2026,6/24/2026,5,74,Couple,2,Suite,2768.3,553.66,Peak,Platinum,Website,Cash,0,Sea View,0,Leisure,61,Female
BKG-0008505,CUST-000276,H003,Cinnamon Red Colombo,Colombo,12/3/2024,1/19/2025,1/21/2025,2,47,Family,4,Standard,268.8,134.4,Holiday,None,Website,Online,0,Extra Bed,1,Business,31,Male
BKG-0008506,CUST-000704,H002,Cinnamon Lakeside Colombo,Colombo,2/9/2026,4/28/2026,5/2/2026,4,78,Solo,1,Suite,1930,482.5,Holiday,Gold,Travel Agent,Online,0,Sea View,1,Event,38,Male
BKG-0008507,CUST-004930,H002,Cinnamon Lakeside Colombo,Colombo,10/20/2025,1/15/2026,1/21/2026,6,87,Couple,2,Suite,2633.58,438.93,Peak,Platinum,Website,Online,0,High Floor,1,Relaxation,57,Female
BKG-0008508,CUST-002113,H006,Cinnamon Citadel Kandy,Kandy,4/27/2025,5/17/2025,5/19/2025,2,20,Couple,2,Standard,209.62,104.81,Shoulder,None,Mobile App,Card,0,None,1,Leisure,22,Male
BKG-0008509,CUST-003300,H004,Cinnamon Bentota Beach,South Coast,3/14/2025,4/29/2025,4/30/2025,1,46,Family,3,Standard,103.53,103.53,Off-Peak,Silver,Walk-in,Card,0,None,1,Business,36,Female
BKG-0008510,CUST-002946,H005,Cinnamon Bey Beruwala,West Coast,10/6/2025,10/18/2025,10/20/2025,2,12,Couple,2,Standard,285.96,142.98,Peak,None,Mobile App,Cash,0,None,1,Leisure,31,Female
BKG-0008511,CUST-002584,H002,Cinnamon Lakeside Colombo,Colombo,12/6/2024,3/2/2025,3/6/2025,4,86,Couple,2,Suite,1591,397.75,Shoulder,Platinum,Website,Card,0,Quiet Room,0,Leisure,53,Female
BKG-0008512,CUST-001220,H006,Cinnamon Citadel Kandy,Kandy,1/28/2026,4/5/2026,4/6/2026,1,67,Family,4,Standard,162.61,162.61,Holiday,None,Mobile App,Card,0,Extra Bed,1,Event,35,Female
BKG-0008513,CUST-004027,H006,Cinnamon Citadel Kandy,Kandy,3/16/2025,4/13/2025,4/15/2025,2,28,Couple,2,Standard,254.06,127.03,Shoulder,None,Website,Online,0,None,0,Business,29,Female
BKG-0008514,CUST-000483,H001,Cinnamon Grand Colombo,Colombo,7/2/2025,9/5/2025,9/8/2025,3,65,Couple,2,Suite,1800.63,600.21,Peak,Gold,Travel Agent,Card,0,Extra Bed,0,Leisure,42,Other
BKG-0008515,CUST-001751,H002,Cinnamon Lakeside Colombo,Colombo,2/15/2026,5/11/2026,5/18/2026,7,85,Family,3,Suite,3779.37,539.91,Peak,Silver,Website,Online,0,Sea View,0,Business,47,Male
BKG-0008516,CUST-004753,H003,Cinnamon Red Colombo,Colombo,11/25/2024,1/7/2025,1/9/2025,2,43,Group,10,Family Room,294.44,147.22,Off-Peak,None,Website,Card,0,Extra Bed,0,Leisure,45,Female
BKG-0008517,CUST-002914,H002,Cinnamon Lakeside Colombo,Colombo,7/3/2025,9/6/2025,9/10/2025,4,65,Family,4,Deluxe,1260.44,315.11,Peak,Platinum,Mobile App,Card,0,Late Check-in,0,Relaxation,62,Male
BKG-0008518,CUST-000530,H002,Cinnamon Lakeside Colombo,Colombo,1/11/2025,3/12/2025,3/17/2025,5,60,Family,4,Suite,1750.4,350.08,Off-Peak,Platinum,Travel Agent,Cash,0,Sea View,0,Culture,55,Female
BKG-0008519,CUST-004686,H003,Cinnamon Red Colombo,Colombo,11/4/2025,11/27/2025,11/29/2025,2,23,Family,3,Standard,232.52,116.26,Peak,None,Mobile App,Cash,0,None,1,Business,22,Female
BKG-0008520,CUST-000784,H003,Cinnamon Red Colombo,Colombo,8/12/2025,11/4/2025,11/7/2025,3,84,Solo,1,Standard,374.94,124.98,Peak,None,Mobile App,Online,0,None,1,Adventure,29,Female
BKG-0008521,CUST-001068,H001,Cinnamon Grand Colombo,Colombo,12/28/2025,4/3/2026,4/10/2026,7,96,Couple,2,Suite,2712.85,387.55,Off-Peak,Gold,Travel Agent,Cash,0,High Floor,0,Relaxation,51,Female
BKG-0008522,CUST-003134,H007,Cinnamon Wild Yala,Safari,11/9/2025,1/14/2026,1/15/2026,1,66,Family,5,Family Room,333.3,333.3,Peak,Silver,Travel Agent,Card,0,None,0,Leisure,32,Female
BKG-0008523,CUST-001116,H006,Cinnamon Citadel Kandy,Kandy,8/22/2025,10/17/2025,10/20/2025,3,56,Group,9,Family Room,523.53,174.51,Off-Peak,Silver,Website,Card,0,Extra Bed,0,Business,42,Male
BKG-0008524,CUST-001187,H001,Cinnamon Grand Colombo,Colombo,3/5/2025,5/2/2025,5/8/2025,6,58,Couple,2,Deluxe,2178.42,363.07,Peak,Gold,Mobile App,Online,0,Sea View,0,Relaxation,52,Other
BKG-0008525,CUST-002596,H003,Cinnamon Red Colombo,Colombo,2/8/2025,3/5/2025,3/7/2025,2,25,Family,4,Standard,185.28,92.64,Off-Peak,None,Mobile App,Cash,1,None,0,Leisure,22,Male
BKG-0008526,CUST-003661,H006,Cinnamon Citadel Kandy,Kandy,6/14/2025,8/1/2025,8/5/2025,4,48,Family,4,Standard,410.24,102.56,Off-Peak,Silver,Mobile App,Cash,0,Extra Bed,0,Event,30,Male
BKG-0008527,CUST-001412,H006,Cinnamon Citadel Kandy,Kandy,5/16/2026,8/3/2026,8/8/2026,5,79,Family,3,Standard,658,131.6,Peak,Silver,Travel Agent,Online,1,Extra Bed,1,Business,33,Male
BKG-0008528,CUST-004387,H002,Cinnamon Lakeside Colombo,Colombo,12/26/2024,3/5/2025,3/9/2025,4,69,Couple,2,Suite,1326.96,331.74,Off-Peak,Gold,Travel Agent,Card,0,Late Check-in,0,Business,45,Female
BKG-0008529,CUST-004238,H005,Cinnamon Bey Beruwala,West Coast,6/6/2025,6/11/2025,6/13/2025,2,5,Family,5,Family Room,350.6,175.3,Off-Peak,None,Travel Agent,Card,0,Extra Bed,0,Business,28,Male
BKG-0008530,CUST-001706,H005,Cinnamon Bey Beruwala,West Coast,4/23/2025,5/14/2025,5/15/2025,1,21,Couple,2,Standard,143.98,143.98,Peak,None,Website,Cash,0,None,1,Leisure,30,Female
BKG-0008531,CUST-004446,H001,Cinnamon Grand Colombo,Colombo,9/11/2025,11/6/2025,11/13/2025,7,56,Couple,2,Deluxe,1945.44,277.92,Shoulder,Gold,Mobile App,Card,0,Extra Bed,0,Event,48,Female
BKG-0008532,CUST-004124,H006,Cinnamon Citadel Kandy,Kandy,7/17/2025,9/20/2025,9/22/2025,2,65,Family,3,Standard,330.2,165.1,Peak,Silver,Website,Online,0,Extra Bed,0,Adventure,34,Male
BKG-0008533,CUST-003098,H001,Cinnamon Grand Colombo,Colombo,1/22/2026,3/5/2026,3/8/2026,3,42,Solo,1,Deluxe,819.9,273.3,Shoulder,Platinum,Travel Agent,Card,0,None,0,Leisure,44,Male
BKG-0008534,CUST-003291,H002,Cinnamon Lakeside Colombo,Colombo,3/29/2025,5/30/2025,6/6/2025,7,62,Solo,1,Deluxe,1628.2,232.6,Shoulder,Platinum,Website,Card,0,None,0,Business,35,Female
BKG-0008535,CUST-004223,H003,Cinnamon Red Colombo,Colombo,3/4/2025,5/1/2025,5/5/2025,4,58,Family,5,Family Room,922.72,230.68,Holiday,None,Mobile App,Card,0,Extra Bed,1,Leisure,47,Female
BKG-0008536,CUST-000322,H002,Cinnamon Lakeside Colombo,Colombo,5/28/2025,8/6/2025,8/13/2025,7,70,Family,4,Deluxe,2432.78,347.54,Holiday,Gold,Website,Online,0,Late Check-in,0,Relaxation,56,Male
BKG-0008537,CUST-003779,H003,Cinnamon Red Colombo,Colombo,4/5/2026,6/6/2026,6/8/2026,2,62,Group,9,Family Room,342.02,171.01,Shoulder,None,Walk-in,Online,0,None,0,Leisure,44,Female
BKG-0008538,CUST-003262,H006,Cinnamon Citadel Kandy,Kandy,1/15/2026,3/3/2026,3/6/2026,3,47,Group,5,Family Room,588.93,196.31,Shoulder,Silver,Mobile App,Online,0,None,0,Leisure,33,Male
BKG-0008539,CUST-001085,H002,Cinnamon Lakeside Colombo,Colombo,5/6/2026,8/14/2026,8/16/2026,2,100,Couple,2,Deluxe,650.02,325.01,Peak,Silver,Travel Agent,Cash,0,Late Check-in,0,Relaxation,57,Female
BKG-0008540,CUST-004207,H005,Cinnamon Bey Beruwala,West Coast,6/9/2025,8/5/2025,8/8/2025,3,57,Family,5,Family Room,897.3,299.1,Holiday,None,Website,Online,0,None,0,Business,41,Male
BKG-0008541,CUST-001955,H001,Cinnamon Grand Colombo,Colombo,9/22/2025,12/15/2025,12/22/2025,7,84,Couple,2,Suite,2553.6,364.8,Off-Peak,Gold,Travel Agent,Cash,0,Quiet Room,0,Business,48,Male
BKG-0008542,CUST-000843,H001,Cinnamon Grand Colombo,Colombo,10/9/2025,12/27/2025,1/1/2026,5,79,Couple,2,Suite,1960.85,392.17,Off-Peak,Gold,Travel Agent,Card,0,None,0,Leisure,36,Male
BKG-0008543,CUST-003472,H002,Cinnamon Lakeside Colombo,Colombo,6/1/2025,7/12/2025,7/16/2025,4,41,Couple,2,Standard,620.12,155.03,Off-Peak,None,Mobile App,Cash,0,None,0,Event,37,Female
BKG-0008544,CUST-002917,H001,Cinnamon Grand Colombo,Colombo,8/20/2025,10/16/2025,10/19/2025,3,57,Solo,1,Suite,1381.32,460.44,Shoulder,Platinum,Travel Agent,Online,0,None,0,Leisure,43,Female
BKG-0008545,CUST-001803,H001,Cinnamon Grand Colombo,Colombo,4/18/2026,6/4/2026,6/7/2026,3,47,Solo,1,Deluxe,1016.82,338.94,Peak,Gold,Website,Card,0,High Floor,0,Leisure,43,Male
BKG-0008546,CUST-002832,H007,Cinnamon Wild Yala,Safari,12/10/2024,1/28/2025,1/31/2025,3,49,Family,4,Deluxe,575.85,191.95,Off-Peak,Silver,Mobile App,Cash,0,Extra Bed,0,Leisure,38,Male
BKG-0008547,CUST-004177,H007,Cinnamon Wild Yala,Safari,3/1/2025,4/29/2025,5/2/2025,3,59,Family,5,Family Room,1139.58,379.86,Holiday,None,Website,Card,0,None,0,Leisure,33,Female
BKG-0008548,CUST-001060,H007,Cinnamon Wild Yala,Safari,7/22/2025,10/3/2025,10/7/2025,4,73,Family,4,Deluxe,743.56,185.89,Off-Peak,None,Website,Card,0,Extra Bed,0,Business,38,Male
BKG-0008549,CUST-003325,H002,Cinnamon Lakeside Colombo,Colombo,1/30/2026,4/24/2026,4/27/2026,3,84,Couple,2,Suite,872.16,290.72,Off-Peak,None,Mobile App,Card,0,Extra Bed,1,Business,30,Female
BKG-0008550,CUST-004772,H006,Cinnamon Citadel Kandy,Kandy,11/26/2025,1/6/2026,1/8/2026,2,41,Family,4,Standard,182.22,91.11,Off-Peak,None,Website,Card,0,None,1,Leisure,48,Female
BKG-0008551,CUST-000958,H003,Cinnamon Red Colombo,Colombo,1/5/2025,3/4/2025,3/7/2025,3,58,Family,5,Family Room,428.37,142.79,Off-Peak,None,Mobile App,Cash,0,None,0,Business,32,Male
BKG-0008552,CUST-002057,H002,Cinnamon Lakeside Colombo,Colombo,4/13/2026,7/2/2026,7/9/2026,7,80,Family,3,Suite,2323.72,331.96,Off-Peak,Platinum,Travel Agent,Card,0,Late Check-in,0,Relaxation,53,Male
BKG-0008553,CUST-000960,H005,Cinnamon Bey Beruwala,West Coast,7/7/2025,7/28/2025,7/29/2025,1,21,Couple,2,Standard,107.47,107.47,Off-Peak,None,Website,Card,0,None,0,Leisure,26,Female
BKG-0008554,CUST-000458,H003,Cinnamon Red Colombo,Colombo,9/8/2025,10/28/2025,10/29/2025,1,50,Solo,1,Standard,78.24,78.24,Off-Peak,None,Mobile App,Card,0,None,1,Leisure,28,Male
BKG-0008555,CUST-001774,H005,Cinnamon Bey Beruwala,West Coast,4/24/2025,5/29/2025,5/30/2025,1,35,Family,5,Family Room,299.24,299.24,Holiday,None,Mobile App,Card,0,Extra Bed,0,Leisure,25,Female
BKG-0008556,CUST-002803,H002,Cinnamon Lakeside Colombo,Colombo,8/5/2025,10/15/2025,10/21/2025,6,71,Couple,2,Suite,3044.88,507.48,Peak,Platinum,Website,Card,0,Quiet Room,0,Business,39,Male
BKG-0008557,CUST-000503,H003,Cinnamon Red Colombo,Colombo,2/11/2025,2/11/2025,2/12/2025,1,0,Family,3,Standard,126.46,126.46,Peak,None,Website,Card,0,Extra Bed,1,Business,27,Female
BKG-0008558,CUST-003318,H002,Cinnamon Lakeside Colombo,Colombo,2/10/2025,4/23/2025,4/29/2025,6,72,Family,3,Deluxe,1417.38,236.23,Shoulder,Gold,Travel Agent,Cash,0,Quiet Room,0,Leisure,62,Female
BKG-0008559,CUST-002257,H002,Cinnamon Lakeside Colombo,Colombo,8/20/2025,10/10/2025,10/14/2025,4,51,Solo,1,Deluxe,1321.4,330.35,Peak,Platinum,Website,Online,0,Late Check-in,0,Leisure,36,Male
BKG-0008560,CUST-004233,H001,Cinnamon Grand Colombo,Colombo,7/2/2025,9/2/2025,9/9/2025,7,62,Family,3,Suite,2703.54,386.22,Off-Peak,Silver,Travel Agent,Card,0,High Floor,0,Culture,65,Male
BKG-0008561,CUST-003954,H001,Cinnamon Grand Colombo,Colombo,11/18/2025,3/3/2026,3/7/2026,4,105,Family,3,Deluxe,1611.64,402.91,Holiday,Platinum,Mobile App,Online,0,Sea View,0,Business,50,Male
BKG-0008562,CUST-004096,H002,Cinnamon Lakeside Colombo,Colombo,2/3/2025,4/22/2025,4/27/2025,5,78,Solo,1,Suite,2658.25,531.65,Peak,Platinum,Travel Agent,Card,0,Sea View,0,Business,40,Female
BKG-0008563,CUST-003864,H006,Cinnamon Citadel Kandy,Kandy,3/12/2025,5/4/2025,5/5/2025,1,53,Couple,2,Deluxe,190.58,190.58,Peak,None,Website,Cash,0,Extra Bed,1,Leisure,35,Male
BKG-0008564,CUST-004825,H007,Cinnamon Wild Yala,Safari,12/30/2024,3/15/2025,3/18/2025,3,75,Family,4,Deluxe,459.78,153.26,Off-Peak,None,Website,Card,0,None,1,Event,44,Female
BKG-0008565,CUST-003763,H002,Cinnamon Lakeside Colombo,Colombo,6/27/2025,9/26/2025,10/5/2025,9,91,Family,3,Deluxe,3184.29,353.81,Holiday,Gold,Website,Online,0,Sea View,0,Leisure,52,Female
BKG-0008566,CUST-001393,H007,Cinnamon Wild Yala,Safari,12/8/2024,2/26/2025,2/28/2025,2,80,Family,4,Deluxe,308.84,154.42,Off-Peak,None,Walk-in,Card,0,Extra Bed,1,Leisure,40,Female
BKG-0008567,CUST-002636,H005,Cinnamon Bey Beruwala,West Coast,7/10/2025,8/29/2025,8/30/2025,1,50,Family,4,Standard,126.65,126.65,Shoulder,Silver,Website,Card,0,None,0,Event,36,Female
BKG-0008568,CUST-003233,H001,Cinnamon Grand Colombo,Colombo,6/24/2025,9/1/2025,9/7/2025,6,69,Couple,2,Deluxe,1398.96,233.16,Off-Peak,Gold,Website,Cash,0,None,0,Business,48,Male
BKG-0008569,CUST-003470,H002,Cinnamon Lakeside Colombo,Colombo,12/9/2024,3/6/2025,3/12/2025,6,87,Family,4,Suite,2377.5,396.25,Shoulder,Platinum,Website,Cash,0,Late Check-in,0,Business,47,Male
BKG-0008570,CUST-003856,H005,Cinnamon Bey Beruwala,West Coast,3/3/2025,5/9/2025,5/13/2025,4,67,Group,5,Family Room,1058.44,264.61,Peak,Silver,Mobile App,Online,0,None,0,Leisure,36,Female
BKG-0008571,CUST-001230,H006,Cinnamon Citadel Kandy,Kandy,5/14/2026,7/27/2026,7/31/2026,4,74,Group,9,Family Room,685.96,171.49,Shoulder,None,Website,Card,0,None,1,Adventure,32,Male
BKG-0008572,CUST-002889,H001,Cinnamon Grand Colombo,Colombo,3/5/2026,6/5/2026,6/13/2026,8,92,Family,5,Family Room,2234.72,279.34,Shoulder,Platinum,Mobile App,Online,0,High Floor,1,Leisure,58,Female
BKG-0008573,CUST-001471,H002,Cinnamon Lakeside Colombo,Colombo,3/16/2025,6/18/2025,6/21/2025,3,94,Family,5,Family Room,737.88,245.96,Off-Peak,Platinum,Travel Agent,Card,0,Late Check-in,0,Leisure,50,Male
BKG-0008574,CUST-002287,H002,Cinnamon Lakeside Colombo,Colombo,9/12/2025,10/24/2025,10/27/2025,3,42,Family,4,Suite,1058.46,352.82,Off-Peak,Platinum,Travel Agent,Cash,0,Sea View,0,Culture,61,Female
BKG-0008575,CUST-003984,H003,Cinnamon Red Colombo,Colombo,5/15/2026,7/11/2026,7/13/2026,2,57,Family,3,Standard,289.32,144.66,Holiday,Silver,Website,Online,0,None,1,Adventure,33,Female
BKG-0008576,CUST-004493,H001,Cinnamon Grand Colombo,Colombo,8/19/2025,11/5/2025,11/9/2025,4,78,Solo,1,Suite,1514.6,378.65,Shoulder,Platinum,Website,Card,0,Extra Bed,1,Leisure,39,Female
BKG-0008577,CUST-000793,H003,Cinnamon Red Colombo,Colombo,11/14/2025,11/25/2025,11/27/2025,2,11,Solo,1,Standard,153.86,76.93,Off-Peak,None,Website,Cash,0,None,1,Adventure,24,Other
BKG-0008578,CUST-001518,H005,Cinnamon Bey Beruwala,West Coast,12/15/2025,1/18/2026,1/19/2026,1,34,Solo,1,Standard,197.89,197.89,Holiday,None,Website,Online,0,Extra Bed,0,Leisure,27,Female
BKG-0008579,CUST-004584,H002,Cinnamon Lakeside Colombo,Colombo,12/18/2024,2/11/2025,2/18/2025,7,55,Family,4,Suite,2401.28,343.04,Off-Peak,Silver,Mobile App,Card,0,Late Check-in,0,Relaxation,62,Female
BKG-0008580,CUST-002736,H003,Cinnamon Red Colombo,Colombo,6/10/2025,8/2/2025,8/5/2025,3,53,Family,5,Family Room,467.46,155.82,Shoulder,None,Website,Online,0,Extra Bed,1,Leisure,32,Male
BKG-0008581,CUST-002424,H001,Cinnamon Grand Colombo,Colombo,10/20/2025,11/9/2025,11/16/2025,7,20,Couple,2,Suite,4745.02,677.86,Holiday,Gold,Travel Agent,Online,0,Sea View,0,Business,40,Male
BKG-0008582,CUST-000084,H002,Cinnamon Lakeside Colombo,Colombo,8/23/2025,9/25/2025,9/26/2025,1,33,Couple,2,Standard,157.88,157.88,Off-Peak,None,Mobile App,Online,0,None,0,Adventure,30,Male
