feedback_id,customer_id,hotel_id,hotel_name,stay_date,overall_rating,cleanliness_rating,service_rating,room_comfort_rating,staff_friendliness,value_for_money,location_rating,food_quality_rating,wifi_quality_rating,noise_level_rating,response_time_rating,would_recommend,purpose_of_visit,experience_recommendation
FDB-0007475,CUST-002501,H006,Cinnamon Citadel Kandy,6/17/2025,3,3,2,3,2,3,4,2,3,3,2,1,Leisure,
FDB-0007808,CUST-002605,H001,Cinnamon Grand Colombo,6/17/2025,3,3,3,2,3,3,4,3,4,3,3,1,Leisure,
FDB-0008262,CUST-002756,H002,Cinnamon Lakeside Colombo,6/17/2025,3,3,2,3,2,3,4,2,4,4,2,1,Event,
FDB-0010505,CUST-003514,H001,Cinnamon Grand Colombo,6/17/2025,3,3,3,2,3,4,4,2,4,3,3,0,Event,
FDB-0013202,CUST-004373,H005,Cinnamon Bey Beruwala,6/17/2025,3,3,3,3,3,3,4,2,3,2,3,0,Leisure,
FDB-0014086,CUST-004638,H002,Cinnamon Lakeside Colombo,6/17/2025,4,4,4,3,4,3,5,3,3,3,4,1,Business,
FDB-0004741,CUST-001589,H002,Cinnamon Lakeside Colombo,6/18/2025,4,4,4,4,4,3,5,4,5,4,4,1,Business,
FDB-0005954,CUST-001981,H001,Cinnamon Grand Colombo,6/18/2025,4,4,4,3,4,3,4,4,4,3,4,1,Business,
FDB-0013044,CUST-004326,H001,Cinnamon Grand Colombo,6/18/2025,4,4,4,4,4,3,4,4,5,3,4,1,Event,
FDB-0014279,CUST-004705,H001,Cinnamon Grand Colombo,6/18/2025,4,4,5,4,5,4,5,3,3,4,5,1,Business,
FDB-0000737,CUST-000263,H006,Cinnamon Citadel Kandy,6/18/2025,4,4,4,4,4,3,4,4,4,4,4,1,Business,
FDB-0001244,CUST-000424,H003,Cinnamon Red Colombo,6/18/2025,4,4,4,4,4,3,4,4,4,4,4,1,Business,
FDB-0002998,CUST-001032,H003,Cinnamon Red Colombo,6/18/2025,3,3,3,3,3,3,4,3,4,4,3,1,Leisure,
FDB-0004114,CUST-001380,H006,Cinnamon Citadel Kandy,6/18/2025,3,3,2,3,2,3,4,3,4,4,2,0,Leisure,
FDB-0006064,CUST-002017,H006,Cinnamon Citadel Kandy,6/18/2025,3,3,3,2,3,3,4,2,3,4,3,0,Business,
FDB-0006522,CUST-002171,H003,Cinnamon Red Colombo,6/18/2025,4,4,3,4,3,3,4,3,4,4,3,1,Business,
FDB-0007486,CUST-002505,H005,Cinnamon Bey Beruwala,6/18/2025,4,4,4,3,4,3,4,3,3,4,4,1,Leisure,
FDB-0008377,CUST-002795,H005,Cinnamon Bey Beruwala,6/18/2025,4,4,4,4,4,3,4,4,2,3,4,1,Event,
FDB-0011076,CUST-003693,H006,Cinnamon Citadel Kandy,6/18/2025,3,3,3,3,3,3,4,3,4,4,3,0,Business,
FDB-0011533,CUST-003845,H005,Cinnamon Bey Beruwala,6/18/2025,4,4,3,3,3,3,4,3,5,3,3,1,Leisure,
FDB-0012572,CUST-004174,H005,Cinnamon Bey Beruwala,6/18/2025,4,4,4,4,4,3,4,4,4,4,4,1,Business,
FDB-0014332,CUST-004721,H006,Cinnamon Citadel Kandy,6/18/2025,4,4,4,4,4,3,4,3,3,3,4,1,Relaxation,
FDB-0001739,CUST-000594,H002,Cinnamon Lakeside Colombo,6/18/2025,3,3,3,3,3,3,4,2,3,3,3,1,Event,
FDB-0001942,CUST-000667,H001,Cinnamon Grand Colombo,6/18/2025,3,3,3,3,3,3,4,3,4,4,3,1,Leisure,
FDB-0003096,CUST-001061,H001,Cinnamon Grand Colombo,6/18/2025,3,3,3,2,3,3,4,3,3,4,3,0,Relaxation,
FDB-0004490,CUST-001512,H002,Cinnamon Lakeside Colombo,6/18/2025,3,3,2,3,2,4,4,3,4,3,2,0,Leisure,
FDB-0004814,CUST-001614,H001,Cinnamon Grand Colombo,6/18/2025,3,3,3,3,3,4,4,3,3,3,3,1,Leisure,
FDB-0009433,CUST-003161,H001,Cinnamon Grand Colombo,6/18/2025,3,3,3,3,3,3,4,2,4,3,3,0,Relaxation,
FDB-0011009,CUST-003671,H001,Cinnamon Grand Colombo,6/18/2025,3,3,3,3,3,3,4,3,5,3,3,1,Event,
FDB-0011377,CUST-003796,H002,Cinnamon Lakeside Colombo,6/18/2025,3,3,3,3,3,3,4,3,2,4,3,0,Event,
FDB-0012212,CUST-004069,H002,Cinnamon Lakeside Colombo,6/18/2025,3,3,4,3,4,4,4,3,4,3,4,0,Leisure,
FDB-0012468,CUST-004144,H002,Cinnamon Lakeside Colombo,6/18/2025,3,3,3,3,3,4,4,3,5,3,3,1,Relaxation,
FDB-0013067,CUST-004334,H002,Cinnamon Lakeside Colombo,6/18/2025,3,3,3,3,3,3,4,3,2,3,3,1,Leisure,
FDB-0014000,CUST-004611,H001,Cinnamon Grand Colombo,6/18/2025,3,3,3,3,3,4,4,3,5,4,3,1,Leisure,
FDB-0014622,CUST-004816,H002,Cinnamon Lakeside Colombo,6/18/2025,3,3,2,3,2,3,5,3,4,4,2,1,Business,
FDB-0014939,CUST-004921,H002,Cinnamon Lakeside Colombo,6/18/2025,3,3,3,3,3,4,4,2,4,4,3,1,Adventure,
FDB-0000093,CUST-000036,H007,Cinnamon Wild Yala,6/18/2025,3,3,3,3,3,3,4,3,5,3,3,1,Leisure,
FDB-0002711,CUST-000940,H007,Cinnamon Wild Yala,6/18/2025,4,4,4,4,4,3,5,4,3,3,4,1,Leisure,
FDB-0003179,CUST-001086,H003,Cinnamon Red Colombo,6/18/2025,3,3,3,3,3,3,4,3,4,3,3,1,Event,
FDB-0003539,CUST-001204,H007,Cinnamon Wild Yala,6/18/2025,3,3,3,3,3,3,5,3,3,4,3,0,Relaxation,
FDB-0004258,CUST-001429,H003,Cinnamon Red Colombo,6/18/2025,3,3,4,3,4,3,4,3,3,4,4,0,Business,
FDB-0006588,CUST-002191,H007,Cinnamon Wild Yala,6/18/2025,3,3,4,3,4,3,4,3,5,2,4,0,Culture,
FDB-0007528,CUST-002517,H003,Cinnamon Red Colombo,6/18/2025,3,3,3,3,3,3,4,2,5,3,3,0,Event,
FDB-0008024,CUST-002679,H001,Cinnamon Grand Colombo,6/18/2025,4,4,4,4,4,3,4,4,3,4,4,1,Business,
FDB-0010606,CUST-003545,H007,Cinnamon Wild Yala,6/18/2025,3,3,3,3,3,3,4,3,2,3,3,0,Adventure,
FDB-0011572,CUST-003859,H001,Cinnamon Grand Colombo,6/18/2025,3,3,3,3,3,3,4,3,4,3,3,0,Relaxation,
FDB-0014254,CUST-004696,H006,Cinnamon Citadel Kandy,6/18/2025,3,3,3,3,3,4,4,3,4,4,3,1,Adventure,
FDB-0014397,CUST-004740,H004,Cinnamon Bentota Beach,6/18/2025,3,3,3,3,3,4,4,2,3,4,3,0,Business,
FDB-0001176,CUST-000403,H002,Cinnamon Lakeside Colombo,6/18/2025,3,3,4,2,4,3,4,2,4,3,4,0,Leisure,
FDB-0006749,CUST-002247,H004,Cinnamon Bentota Beach,6/18/2025,3,3,3,3,3,4,4,3,3,2,3,1,Event,
FDB-0007398,CUST-002474,H001,Cinnamon Grand Colombo,6/18/2025,3,3,2,2,2,3,4,2,5,3,2,0,Leisure,
FDB-0010507,CUST-003516,H002,Cinnamon Lakeside Colombo,6/18/2025,3,3,4,2,4,3,4,2,4,4,4,1,Leisure,
FDB-0013203,CUST-004374,H002,Cinnamon Lakeside Colombo,6/18/2025,3,3,3,3,3,3,4,2,3,3,3,0,Business,
FDB-0013859,CUST-004570,H004,Cinnamon Bentota Beach,6/18/2025,4,4,4,4,4,4,5,3,4,3,4,1,Relaxation,
FDB-0014780,CUST-004867,H005,Cinnamon Bey Beruwala,6/18/2025,3,3,2,3,2,3,4,2,3,4,2,0,Event,
FDB-0001397,CUST-000474,H005,Cinnamon Bey Beruwala,6/19/2025,4,4,4,4,4,2,4,4,5,3,4,1,Leisure,
FDB-0007087,CUST-002363,H005,Cinnamon Bey Beruwala,6/19/2025,4,4,4,4,4,3,4,3,4,2,4,1,Leisure,
FDB-0012845,CUST-004262,H003,Cinnamon Red Colombo,6/19/2025,4,4,4,4,4,3,5,4,3,3,4,1,Business,
FDB-0000328,CUST-000115,H001,Cinnamon Grand Colombo,6/19/2025,3,3,4,3,4,3,4,3,5,4,4,1,Leisure,
FDB-0002784,CUST-000963,H002,Cinnamon Lakeside Colombo,6/19/2025,3,3,3,2,3,4,4,3,3,3,3,1,Leisure,
FDB-0004547,CUST-001529,H001,Cinnamon Grand Colombo,6/19/2025,3,3,3,3,3,4,4,3,2,4,3,0,Adventure,
FDB-0007960,CUST-002657,H001,Cinnamon Grand Colombo,6/19/2025,3,3,3,3,3,3,4,3,3,3,3,1,Leisure,
FDB-0009941,CUST-003331,H002,Cinnamon Lakeside Colombo,6/19/2025,3,3,3,3,3,4,4,3,4,3,3,1,Event,
FDB-0010799,CUST-003603,H001,Cinnamon Grand Colombo,6/19/2025,3,3,3,3,3,3,4,3,4,4,3,0,Relaxation,
FDB-0011350,CUST-003785,H002,Cinnamon Lakeside Colombo,6/19/2025,3,3,3,3,3,3,4,3,4,4,3,1,Adventure,
FDB-0013075,CUST-004337,H001,Cinnamon Grand Colombo,6/19/2025,3,3,3,3,3,3,4,2,4,1,3,1,Leisure,
FDB-0013426,CUST-004446,H001,Cinnamon Grand Colombo,6/19/2025,3,3,3,3,3,3,4,3,4,2,3,1,Leisure,
FDB-0013796,CUST-004555,H002,Cinnamon Lakeside Colombo,6/19/2025,3,3,3,2,3,3,4,3,5,4,3,1,Leisure,
FDB-0000973,CUST-000339,H002,Cinnamon Lakeside Colombo,6/19/2025,4,4,5,4,5,3,4,4,4,4,5,1,Business,
FDB-0001022,CUST-000355,H005,Cinnamon Bey Beruwala,6/19/2025,3,3,3,3,3,3,4,3,3,4,3,0,Adventure,
FDB-0001915,CUST-000654,H005,Cinnamon Bey Beruwala,6/19/2025,3,3,3,3,3,3,4,3,3,3,3,1,Business,
FDB-0002250,CUST-000776,H002,Cinnamon Lakeside Colombo,6/19/2025,4,4,4,4,4,3,4,4,5,4,4,1,Business,
FDB-0002670,CUST-000926,H005,Cinnamon Bey Beruwala,6/19/2025,3,3,3,3,3,3,4,3,3,4,3,0,Business,
FDB-0002761,CUST-000956,H005,Cinnamon Bey Beruwala,6/19/2025,3,3,3,3,3,3,4,3,3,3,3,1,Leisure,
FDB-0003897,CUST-001318,H002,Cinnamon Lakeside Colombo,6/19/2025,4,4,4,3,4,3,4,4,5,3,4,1,Event,
FDB-0005549,CUST-001860,H005,Cinnamon Bey Beruwala,6/19/2025,3,3,3,3,3,3,4,3,4,4,3,1,Business,
FDB-0006052,CUST-002014,H003,Cinnamon Red Colombo,6/19/2025,3,3,3,3,3,4,4,3,4,4,3,0,Leisure,
FDB-0007895,CUST-002636,H002,Cinnamon Lakeside Colombo,6/19/2025,3,3,3,3,3,2,4,3,4,3,3,1,Leisure,
FDB-0008287,CUST-002766,H003,Cinnamon Red Colombo,6/19/2025,3,3,3,3,3,3,4,3,4,3,3,1,Leisure,
FDB-0009350,CUST-003128,H001,Cinnamon Grand Colombo,6/19/2025,4,4,4,4,4,3,5,3,5,4,4,1,Business,
FDB-0010622,CUST-003549,H003,Cinnamon Red Colombo,6/19/2025,3,3,3,3,3,3,4,3,4,3,3,1,Business,
FDB-0011220,CUST-003739,H005,Cinnamon Bey Beruwala,6/19/2025,3,3,2,3,2,3,4,2,3,3,2,1,Event,
FDB-0012065,CUST-004017,H007,Cinnamon Wild Yala,6/19/2025,3,3,4,3,4,4,4,3,5,3,4,0,Business,
FDB-0012515,CUST-004158,H003,Cinnamon Red Colombo,6/19/2025,3,3,2,3,2,3,5,3,2,4,2,1,Business,
FDB-0013127,CUST-004350,H001,Cinnamon Grand Colombo,6/19/2025,3,3,3,2,3,3,4,3,5,2,3,1,Leisure,
FDB-0013132,CUST-004351,H002,Cinnamon Lakeside Colombo,6/19/2025,3,3,4,3,4,3,4,3,4,4,4,0,Event,
FDB-0001352,CUST-000459,H004,Cinnamon Bentota Beach,6/19/2025,3,3,2,2,2,3,4,3,3,4,2,0,Leisure,
FDB-0002628,CUST-000911,H006,Cinnamon Citadel Kandy,6/19/2025,3,3,3,3,3,3,4,2,3,4,3,0,Leisure,
FDB-0003850,CUST-001302,H007,Cinnamon Wild Yala,6/19/2025,3,3,3,3,3,3,4,3,3,4,3,0,Business,
FDB-0003956,CUST-001334,H002,Cinnamon Lakeside Colombo,6/19/2025,3,3,3,2,3,3,4,3,5,3,3,0,Leisure,
FDB-0005939,CUST-001978,H005,Cinnamon Bey Beruwala,6/19/2025,3,3,3,3,3,3,4,3,3,3,3,0,Business,
FDB-0008045,CUST-002683,H001,Cinnamon Grand Colombo,6/19/2025,3,3,3,3,3,3,4,3,3,3,3,1,Leisure,
FDB-0009878,CUST-003310,H003,Cinnamon Red Colombo,6/19/2025,3,3,2,2,2,4,4,3,3,2,2,0,Leisure,
FDB-0010949,CUST-003652,H007,Cinnamon Wild Yala,6/19/2025,3,3,2,3,2,3,4,2,4,2,2,0,Business,
FDB-0013543,CUST-004481,H004,Cinnamon Bentota Beach,6/19/2025,3,3,3,3,3,3,4,2,3,4,3,0,Leisure,
FDB-0014281,CUST-004705,H002,Cinnamon Lakeside Colombo,6/20/2025,4,4,4,4,4,3,4,3,4,4,4,1,Business,
FDB-0001730,CUST-000591,H006,Cinnamon Citadel Kandy,6/20/2025,4,4,4,4,4,3,4,4,3,3,4,1,Leisure,
FDB-0001967,CUST-000678,H003,Cinnamon Red Colombo,6/20/2025,3,3,3,2,3,3,4,3,3,4,3,0,Culture,
FDB-0002845,CUST-000986,H003,Cinnamon Red Colombo,6/20/2025,3,3,2,3,2,3,4,2,3,3,2,1,Leisure,
FDB-0002885,CUST-000996,H006,Cinnamon Citadel Kandy,6/20/2025,4,4,4,4,4,3,4,4,3,3,4,1,Leisure,
FDB-0005303,CUST-001770,H003,Cinnamon Red Colombo,6/20/2025,3,3,3,3,3,3,4,3,3,4,3,0,Event,
FDB-0010025,CUST-003357,H006,Cinnamon Citadel Kandy,6/20/2025,4,4,4,3,4,2,4,4,3,4,4,1,Business,
FDB-0013006,CUST-004316,H005,Cinnamon Bey Beruwala,6/20/2025,4,4,4,4,4,3,4,4,4,3,4,1,Business,
FDB-0013598,CUST-004498,H003,Cinnamon Red Colombo,6/20/2025,3,3,2,3,2,3,4,2,3,3,2,1,Leisure,
FDB-0014454,CUST-004758,H005,Cinnamon Bey Beruwala,6/20/2025,4,4,4,4,4,3,4,4,3,4,4,1,Leisure,
FDB-0014591,CUST-004806,H006,Cinnamon Citadel Kandy,6/20/2025,3,3,2,3,2,3,4,2,4,3,2,0,Business,
FDB-0000445,CUST-000152,H002,Cinnamon Lakeside Colombo,6/20/2025,3,3,3,3,3,4,4,3,4,3,3,1,Leisure,
FDB-0000647,CUST-000227,H001,Cinnamon Grand Colombo,6/20/2025,3,3,4,3,4,4,4,2,5,4,4,0,Leisure,
FDB-0001947,CUST-000670,H002,Cinnamon Lakeside Colombo,6/20/2025,3,3,3,3,3,4,4,3,4,4,3,1,Culture,
FDB-0002338,CUST-000807,H002,Cinnamon Lakeside Colombo,6/20/2025,4,4,5,4,5,3,4,4,5,3,5,1,Culture,
FDB-0007183,CUST-002395,H002,Cinnamon Lakeside Colombo,6/20/2025,3,3,3,3,3,4,4,3,3,3,3,1,Leisure,
FDB-0007368,CUST-002463,H001,Cinnamon Grand Colombo,6/20/2025,3,3,3,3,3,4,4,3,5,4,3,1,Leisure,
FDB-0007852,CUST-002622,H001,Cinnamon Grand Colombo,6/20/2025,4,4,4,4,4,3,4,3,4,4,4,1,Business,
FDB-0008128,CUST-002711,H001,Cinnamon Grand Colombo,6/20/2025,3,3,4,3,4,3,4,3,5,3,4,0,Leisure,
FDB-0010280,CUST-003446,H001,Cinnamon Grand Colombo,6/20/2025,4,4,4,4,4,4,4,4,5,4,4,1,Business,
FDB-0010299,CUST-003451,H001,Cinnamon Grand Colombo,6/20/2025,3,3,3,3,3,4,4,3,5,3,3,0,Adventure,
FDB-0013748,CUST-004542,H002,Cinnamon Lakeside Colombo,6/20/2025,3,3,3,3,3,3,4,3,5,4,3,1,Leisure,
FDB-0014713,CUST-004844,H002,Cinnamon Lakeside Colombo,6/20/2025,3,3,3,3,3,4,5,3,2,4,3,1,Business,
FDB-0002496,CUST-000862,H006,Cinnamon Citadel Kandy,6/20/2025,3,3,3,3,3,3,4,2,3,3,3,1,Leisure,
FDB-0003334,CUST-001136,H005,Cinnamon Bey Beruwala,6/20/2025,3,3,3,3,3,3,4,3,3,4,3,0,Adventure,
FDB-0003394,CUST-001153,H002,Cinnamon Lakeside Colombo,6/20/2025,4,4,4,4,4,3,5,4,3,4,4,1,Business,
FDB-0003443,CUST-001172,H004,Cinnamon Bentota Beach,6/20/2025,4,4,5,4,5,3,5,3,3,4,5,1,Relaxation,
FDB-0003723,CUST-001264,H002,Cinnamon Lakeside Colombo,6/20/2025,3,3,3,3,3,2,4,3,4,2,3,1,Leisure,
FDB-0007119,CUST-002375,H001,Cinnamon Grand Colombo,6/20/2025,3,3,3,3,3,3,4,2,3,4,3,1,Leisure,
FDB-0007737,CUST-002585,H007,Cinnamon Wild Yala,6/20/2025,4,4,4,3,4,3,4,4,3,3,4,1,Relaxation,
FDB-0008023,CUST-002678,H003,Cinnamon Red Colombo,6/20/2025,4,4,4,4,4,3,5,4,2,3,4,1,Business,
FDB-0012247,CUST-004080,H001,Cinnamon Grand Colombo,6/20/2025,3,3,3,3,3,2,4,3,4,3,3,0,Event,
FDB-0013566,CUST-004488,H007,Cinnamon Wild Yala,6/20/2025,4,4,4,3,4,3,4,4,4,3,4,1,Leisure,
FDB-0000493,CUST-000170,H003,Cinnamon Red Colombo,6/20/2025,3,3,3,3,3,3,4,3,4,3,3,0,Leisure,Relax in confidence with our immaculate housekeeping and consistently stable WiFi connection.
FDB-0000841,CUST-000297,H001,Cinnamon Grand Colombo,6/20/2025,3,3,3,2,3,4,4,2,4,3,3,0,Leisure,"From pristine rooms to uninterrupted WiFi and exceptional meals, every detail is designed for your ultimate comfort."
FDB-0006078,CUST-002021,H002,Cinnamon Lakeside Colombo,6/20/2025,3,3,3,3,3,3,4,3,4,4,3,0,Leisure,
FDB-0009531,CUST-003199,H003,Cinnamon Red Colombo,6/20/2025,3,3,2,3,2,3,4,2,5,3,2,1,Leisure,
FDB-0012933,CUST-004291,H004,Cinnamon Bentota Beach,6/20/2025,3,3,2,2,2,3,4,3,3,4,2,1,Leisure,
FDB-0013920,CUST-004590,H001,Cinnamon Grand Colombo,6/20/2025,3,3,3,3,3,3,4,2,5,3,3,1,Relaxation,
FDB-0006096,CUST-002026,H001,Cinnamon Grand Colombo,6/21/2025,4,4,4,4,4,4,4,4,3,4,4,1,Business,
FDB-0011353,CUST-003787,H002,Cinnamon Lakeside Colombo,6/21/2025,4,4,5,4,5,3,4,4,5,4,5,1,Business,
FDB-0001471,CUST-000498,H006,Cinnamon Citadel Kandy,6/21/2025,4,4,4,3,4,3,4,3,4,3,4,1,Leisure,
FDB-0002633,CUST-000913,H005,Cinnamon Bey Beruwala,6/21/2025,4,4,4,4,4,3,5,4,3,3,4,1,Leisure,
FDB-0002913,CUST-001007,H003,Cinnamon Red Colombo,6/21/2025,4,4,4,4,4,3,5,4,4,3,4,1,Business,
FDB-0003174,CUST-001083,H006,Cinnamon Citadel Kandy,6/21/2025,3,3,3,2,3,3,4,2,4,4,3,1,Leisure,
FDB-0003209,CUST-001097,H003,Cinnamon Red Colombo,6/21/2025,3,3,2,2,2,3,4,2,2,3,2,1,Event,
FDB-0004571,CUST-001537,H006,Cinnamon Citadel Kandy,6/21/2025,3,3,2,3,2,2,4,2,4,3,2,0,Culture,
FDB-0008774,CUST-002934,H003,Cinnamon Red Colombo,6/21/2025,3,3,3,3,3,3,4,3,3,3,3,0,Culture,
FDB-0010499,CUST-003513,H006,Cinnamon Citadel Kandy,6/21/2025,3,3,3,3,3,3,4,2,4,4,3,0,Adventure,
FDB-0010811,CUST-003607,H003,Cinnamon Red Colombo,6/21/2025,4,4,4,4,4,3,4,3,5,3,4,1,Business,
FDB-0011128,CUST-003711,H005,Cinnamon Bey Beruwala,6/21/2025,4,4,4,4,4,3,4,3,5,4,4,1,Leisure,
FDB-0015106,CUST-004974,H003,Cinnamon Red Colombo,6/21/2025,3,3,3,3,3,3,4,2,3,4,3,1,Leisure,
FDB-0000964,CUST-000338,H001,Cinnamon Grand Colombo,6/21/2025,4,4,4,4,4,4,4,4,4,4,4,1,Business,
FDB-0001288,CUST-000437,H001,Cinnamon Grand Colombo,6/21/2025,3,3,3,3,3,3,4,3,4,4,3,1,Adventure,
FDB-0002028,CUST-000701,H001,Cinnamon Grand Colombo,6/21/2025,4,4,4,4,4,4,4,4,4,3,4,1,Business,
FDB-0002259,CUST-000778,H001,Cinnamon Grand Colombo,6/21/2025,3,3,4,2,4,4,4,2,4,3,4,0,Leisure,
FDB-0003074,CUST-001051,H002,Cinnamon Lakeside Colombo,6/21/2025,3,3,3,3,3,4,4,3,5,3,3,0,Event,
FDB-0003282,CUST-001123,H001,Cinnamon Grand Colombo,6/21/2025,3,3,3,3,3,3,4,2,5,4,3,0,Leisure,
FDB-0004344,CUST-001462,H002,Cinnamon Lakeside Colombo,6/21/2025,4,4,4,4,4,3,5,4,2,2,4,1,Business,
FDB-0004512,CUST-001519,H001,Cinnamon Grand Colombo,6/21/2025,3,3,3,2,3,3,4,3,4,3,3,0,Leisure,
FDB-0005225,CUST-001746,H002,Cinnamon Lakeside Colombo,6/21/2025,3,3,3,3,3,3,4,3,3,3,3,0,Event,
FDB-0005643,CUST-001888,H001,Cinnamon Grand Colombo,6/21/2025,4,4,4,4,4,3,4,4,3,4,4,1,Business,
FDB-0007483,CUST-002504,H002,Cinnamon Lakeside Colombo,6/21/2025,3,3,3,3,3,4,4,3,1,4,3,1,Event,
FDB-0008814,CUST-002951,H002,Cinnamon Lakeside Colombo,6/21/2025,3,3,3,3,3,3,4,3,3,4,3,0,Culture,
FDB-0008975,CUST-003003,H001,Cinnamon Grand Colombo,6/21/2025,3,3,4,3,4,3,4,3,5,3,4,0,Leisure,
FDB-0010741,CUST-003584,H002,Cinnamon Lakeside Colombo,6/21/2025,3,3,3,3,3,3,4,2,4,3,3,0,Leisure,
FDB-0011828,CUST-003937,H001,Cinnamon Grand Colombo,6/21/2025,3,3,3,2,3,4,4,2,4,4,3,1,Relaxation,
FDB-0013077,CUST-004337,H002,Cinnamon Lakeside Colombo,6/21/2025,4,4,4,4,4,3,5,3,4,4,4,1,Business,
FDB-0000178,CUST-000063,H005,Cinnamon Bey Beruwala,6/21/2025,3,3,3,3,3,4,4,3,5,3,3,1,Leisure,
FDB-0002252,CUST-000776,H006,Cinnamon Citadel Kandy,6/21/2025,3,3,4,3,4,3,4,3,5,4,4,1,Business,
FDB-0002663,CUST-000925,H006,Cinnamon Citadel Kandy,6/21/2025,3,3,3,3,3,3,4,3,4,3,3,0,Leisure,
FDB-0007059,CUST-002352,H004,Cinnamon Bentota Beach,6/21/2025,4,4,4,3,4,3,4,3,5,3,4,1,Leisure,
FDB-0007526,CUST-002517,H001,Cinnamon Grand Colombo,6/21/2025,4,4,4,4,4,2,5,3,5,4,4,1,Business,
FDB-0008163,CUST-002723,H007,Cinnamon Wild Yala,6/21/2025,4,4,4,3,4,3,4,4,3,4,4,1,Event,
FDB-0008286,CUST-002766,H005,Cinnamon Bey Beruwala,6/21/2025,4,4,4,4,4,3,5,3,4,4,4,1,Relaxation,
FDB-0010264,CUST-003439,H001,Cinnamon Grand Colombo,6/21/2025,4,4,4,4,4,3,4,4,3,4,4,1,Relaxation,
FDB-0010475,CUST-003505,H004,Cinnamon Bentota Beach,6/21/2025,3,3,3,3,3,4,4,2,3,4,3,1,Adventure,
FDB-0010633,CUST-003552,H004,Cinnamon Bentota Beach,6/21/2025,4,4,5,3,5,3,4,3,3,4,5,1,Leisure,
FDB-0014755,CUST-004858,H005,Cinnamon Bey Beruwala,6/21/2025,4,4,5,4,5,3,4,4,4,3,5,1,Leisure,
FDB-0001812,CUST-000618,H003,Cinnamon Red Colombo,6/21/2025,3,3,2,3,2,3,4,3,4,3,2,0,Relaxation,
FDB-0003529,CUST-001201,H004,Cinnamon Bentota Beach,6/21/2025,3,3,3,3,3,3,4,3,4,3,3,0,Culture,
FDB-0006079,CUST-002021,H002,Cinnamon Lakeside Colombo,6/21/2025,3,3,3,3,3,3,4,3,5,3,3,0,Adventure,
FDB-0007517,CUST-002514,H004,Cinnamon Bentota Beach,6/21/2025,3,3,3,3,3,3,4,3,3,4,3,1,Leisure,
FDB-0007613,CUST-002546,H001,Cinnamon Grand Colombo,6/21/2025,3,3,3,3,3,2,4,3,3,4,3,0,Event,
FDB-0009139,CUST-003060,H004,Cinnamon Bentota Beach,6/21/2025,3,3,3,3,3,4,4,3,4,3,3,0,Adventure,
FDB-0011527,CUST-003843,H001,Cinnamon Grand Colombo,6/21/2025,3,3,3,3,3,3,4,3,4,4,3,0,Leisure,
FDB-0001259,CUST-000429,H006,Cinnamon Citadel Kandy,6/22/2025,4,4,4,4,4,3,4,3,2,4,4,1,Culture,
FDB-0001652,CUST-000567,H003,Cinnamon Red Colombo,6/22/2025,3,3,3,3,3,2,4,2,3,4,3,1,Relaxation,
FDB-0001925,CUST-000659,H005,Cinnamon Bey Beruwala,6/22/2025,4,4,4,3,4,3,4,4,3,4,4,1,Event,
FDB-0003905,CUST-001320,H005,Cinnamon Bey Beruwala,6/22/2025,4,4,4,4,4,2,4,4,4,4,4,1,Culture,
FDB-0006759,CUST-002252,H005,Cinnamon Bey Beruwala,6/22/2025,4,4,4,4,4,2,4,3,4,4,4,1,Business,
FDB-0009497,CUST-003185,H006,Cinnamon Citadel Kandy,6/22/2025,4,4,4,4,4,3,4,3,4,4,4,1,Leisure,
FDB-0009781,CUST-003284,H006,Cinnamon Citadel Kandy,6/22/2025,4,4,3,4,3,3,4,4,4,4,3,1,Culture,
FDB-0011431,CUST-003815,H005,Cinnamon Bey Beruwala,6/22/2025,4,4,4,4,4,3,5,4,3,4,4,1,Leisure,
FDB-0014379,CUST-004735,H003,Cinnamon Red Colombo,6/22/2025,4,4,4,4,4,3,5,4,4,3,4,1,Business,
FDB-0002477,CUST-000857,H001,Cinnamon Grand Colombo,6/22/2025,3,3,4,3,4,3,4,3,4,4,4,0,Leisure,
FDB-0003828,CUST-001296,H001,Cinnamon Grand Colombo,6/22/2025,3,3,3,3,3,4,4,3,3,4,3,0,Leisure,
FDB-0004146,CUST-001391,H002,Cinnamon Lakeside Colombo,6/22/2025,4,4,4,4,4,3,4,4,5,4,4,1,Business,
FDB-0005619,CUST-001881,H002,Cinnamon Lakeside Colombo,6/22/2025,3,3,3,2,3,4,4,3,4,3,3,0,Leisure,
FDB-0005661,CUST-001892,H001,Cinnamon Grand Colombo,6/22/2025,3,3,3,3,3,3,4,3,4,3,3,0,Leisure,
FDB-0007847,CUST-002619,H001,Cinnamon Grand Colombo,6/22/2025,3,3,2,3,2,4,4,3,3,4,2,0,Adventure,
FDB-0009581,CUST-003215,H001,Cinnamon Grand Colombo,6/22/2025,3,3,3,2,3,3,4,2,5,3,3,0,Culture,
FDB-0010823,CUST-003608,H001,Cinnamon Grand Colombo,6/22/2025,3,3,3,3,3,4,4,3,4,4,3,1,Leisure,
FDB-0010895,CUST-003635,H001,Cinnamon Grand Colombo,6/22/2025,3,3,3,3,3,3,4,2,5,4,3,0,Adventure,
FDB-0011012,CUST-003672,H001,Cinnamon Grand Colombo,6/22/2025,3,3,3,3,3,4,4,3,3,3,3,1,Leisure,
